provider_id,name,city,state,latitude,longitude,specialty,secondary_specialty,specialty_category,experience_years,service_cost,wait_time_days,patient_rating,risk_rate,certified,background_check_passed,network_type,capacity,telehealth_available,hospital_affiliation,CMS_quality_score,region,target,keep_prob
P01926,Provider_1926,City_126,CA,37.0283,-119.1679,ENT,Urology,Specialty Care,26,220,49,3.31,0.72,True,False,In-network,409,True,Hospital_26,3.51,North,1,0.9998808
P01927,Provider_1927,City_127,IL,40.9331,-89.0985,Psychiatry,Urology,Specialty Care,32,250,35,1.86,0.81,True,True,Out-of-network,357,False,Hospital_27,2.75,West,1,0.9997261
P01928,Provider_1928,City_128,WA,48.1011,-120.3901,Endocrinology,Urology,Specialty Care,26,400,39,2.83,0.54,False,True,Out-of-network,55,False,Hospital_28,1.35,East,1,0.99956197
P01929,Provider_1929,City_129,IL,41.0331,-88.9985,Dermatology,General Practice,Specialty Care,3,200,18,2.9,0.22,False,True,In-network,475,False,Hospital_29,2.53,West,1,0.9994137
P01930,Provider_1930,City_130,PA,41.6533,-76.7445,ENT,General Practice,Specialty Care,6,220,8,1.65,0.5,False,True,Out-of-network,82,False,Hospital_30,3.98,West,1,0.99988866
P01931,Provider_1931,City_131,MI,44.3148,-85.6024,Dermatology,Orthopedics,Specialty Care,22,200,59,4.27,0.36,True,False,Out-of-network,366,False,Hospital_31,1.18,North,1,0.9994167
P01932,Provider_1932,City_132,MI,44.3648,-85.5524,Neurology,Cardiology,Specialty Care,7,450,17,2.67,0.37,True,True,Out-of-network,166,True,Hospital_32,3.35,North,1,0.99892586
P01933,Provider_1933,City_133,MA,42.5072,-71.2824,Ophthalmology,Cardiology,Specialty Care,7,180,7,2.32,0.96,False,True,In-network,470,False,Hospital_33,4.36,West,1,0.9998802
P01934,Provider_1934,City_134,FL,28.1444,-81.6103,General Practice,Pediatrics,Primary Care,32,100,24,3.72,0.94,False,True,In-network,286,True,Hospital_34,4.4,West,1,0.9998808
P01935,Provider_1935,City_135,IL,40.8331,-89.1985,ENT,Urology,Specialty Care,31,220,35,2.99,0.03,False,False,Out-of-network,372,False,Hospital_35,1.25,South,1,0.9994137
P01936,Provider_1936,City_136,GA,32.4156,-82.6501,Pediatrics,General Practice,Primary Care,30,150,10,4.94,0.72,False,False,Out-of-network,142,False,Hospital_36,2.59,East,1,0.99970335
P01937,Provider_1937,City_137,GA,32.4656,-82.6001,Neurology,Gastroenterology,Specialty Care,5,450,12,2.05,0.57,False,True,Out-of-network,387,True,Hospital_37,4.22,East,1,0.9990707
P01938,Provider_1938,City_138,AZ,34.3989,-110.7437,Orthopedics,Dermatology,Surgical,34,400,7,1.56,0.9,False,True,In-network,278,True,Hospital_38,2.78,South,1,0.9997706
P01939,Provider_1939,City_139,CA,37.1783,-119.0179,Endocrinology,General Practice,Specialty Care,28,400,47,2.1,0.17,True,False,Out-of-network,303,True,Hospital_39,2.94,South,1,0.9997284
P01940,Provider_1940,City_140,GA,32.6156,-82.4501,Urology,General Practice,Specialty Care,1,380,51,1.2,0.33,True,True,Out-of-network,444,False,Hospital_40,4.77,West,1,0.999851
P01941,Provider_1941,City_141,NC,35.7596,-79.0193,Orthopedics,General Practice,Surgical,35,400,10,1.93,0.16,True,True,In-network,170,True,Hospital_41,1.0,East,1,0.99945515
P01942,Provider_1942,City_142,MI,44.3648,-85.5524,Gastroenterology,Pediatrics,Specialty Care,27,420,56,3.74,0.24,False,True,Out-of-network,75,False,Hospital_42,2.2,West,1,0.999458
P01943,Provider_1943,City_143,MA,42.5072,-71.2824,Orthopedics,Urology,Surgical,28,400,30,3.61,0.97,False,False,Out-of-network,68,True,Hospital_43,3.87,South,1,0.99988925
P01944,Provider_1944,City_144,NY,43.4494,-74.0679,Urology,Psychiatry,Specialty Care,30,380,20,2.78,0.59,True,True,In-network,473,True,Hospital_44,4.05,West,1,0.9998802
P01945,Provider_1945,City_145,OH,40.6173,-82.7071,Endocrinology,Psychiatry,Specialty Care,20,400,57,1.85,0.8,True,False,In-network,167,True,Hospital_45,2.35,North,1,0.99956197
P01946,Provider_1946,City_146,PA,41.4533,-76.9445,Ophthalmology,Orthopedics,Specialty Care,20,180,37,3.36,0.76,False,True,Out-of-network,111,True,Hospital_46,3.47,North,1,0.99988925
P01947,Provider_1947,City_147,GA,32.4656,-82.6001,Psychiatry,Dermatology,Specialty Care,3,250,60,2.98,0.99,False,False,Out-of-network,160,False,Hospital_47,2.97,West,1,0.9998276
P01948,Provider_1948,City_148,AZ,34.3989,-110.7437,Gastroenterology,General Practice,Specialty Care,16,420,15,4.82,0.41,True,False,In-network,118,True,Hospital_48,1.76,East,1,0.999458
P01949,Provider_1949,City_149,FL,28.3944,-81.3603,Pediatrics,Endocrinology,Primary Care,15,150,50,4.04,0.83,True,True,In-network,229,False,Hospital_49,3.63,East,1,0.99988925
P01950,Provider_1950,City_150,GA,32.6156,-82.4501,Cardiology,General Practice,Specialty Care,28,500,27,4.49,0.02,False,True,Out-of-network,231,False,Hospital_50,1.66,West,0,0.002289136
P01951,Provider_1951,City_151,NY,43.2994,-74.2179,ENT,Psychiatry,Specialty Care,7,220,44,3.86,0.74,True,False,Out-of-network,55,False,Hospital_51,2.64,East,1,0.99970335
P01952,Provider_1952,City_152,CO,39.6001,-105.7321,Urology,Ophthalmology,Specialty Care,19,380,8,2.78,0.09,True,False,Out-of-network,149,True,Hospital_52,3.66,South,1,0.9998615
P01953,Provider_1953,City_153,FL,28.0944,-81.6603,Ophthalmology,Cardiology,Specialty Care,28,180,59,4.58,0.64,True,True,Out-of-network,185,False,Hospital_53,1.65,West,1,0.9995641
P01954,Provider_1954,City_154,IL,40.7831,-89.2485,Urology,Endocrinology,Specialty Care,26,380,8,3.57,0.48,True,False,Out-of-network,368,True,Hospital_54,2.92,East,1,0.99978274
P01955,Provider_1955,City_155,NY,43.4994,-74.0179,Gastroenterology,Dermatology,Specialty Care,25,420,34,3.78,0.83,True,False,Out-of-network,276,False,Hospital_55,1.78,West,1,0.9995652
P01956,Provider_1956,City_156,OH,40.6673,-82.6571,ENT,General Practice,Specialty Care,31,220,21,1.51,0.31,False,True,Out-of-network,90,False,Hospital_56,1.35,North,1,0.99945515
P01957,Provider_1957,City_157,MI,44.6148,-85.3024,ENT,Ophthalmology,Specialty Care,30,220,34,2.32,0.93,True,False,Out-of-network,225,True,Hospital_57,2.67,North,1,0.9997018
P01958,Provider_1958,City_158,GA,32.5156,-82.5501,Pediatrics,Neurology,Primary Care,26,150,34,4.87,0.76,False,False,Out-of-network,385,False,Hospital_58,4.05,North,1,0.9998808
P01959,Provider_1959,City_159,NV,39.2026,-116.0194,Psychiatry,Orthopedics,Specialty Care,3,250,29,3.08,0.15,True,False,Out-of-network,92,True,Hospital_59,4.54,South,1,0.9998622
P01960,Provider_1960,City_160,FL,28.4444,-81.3103,Ophthalmology,Pediatrics,Specialty Care,17,180,44,3.55,0.28,True,False,In-network,89,True,Hospital_60,1.22,North,1,0.999458
P01961,Provider_1961,City_161,MI,44.3148,-85.6024,Ophthalmology,Orthopedics,Specialty Care,36,180,49,1.14,0.67,True,True,In-network,479,False,Hospital_61,3.89,North,1,0.9998802
P01962,Provider_1962,City_162,MI,44.3648,-85.5524,Cardiology,Dermatology,Specialty Care,10,500,50,1.62,0.88,False,True,In-network,450,True,Hospital_62,1.15,South,0,0.0026315362
P01963,Provider_1963,City_163,WA,47.8511,-120.6401,Dermatology,Neurology,Specialty Care,16,200,35,3.3,0.72,True,True,In-network,497,True,Hospital_63,4.88,South,1,0.9998808
P01964,Provider_1964,City_164,OH,40.5673,-82.7571,Ophthalmology,Cardiology,Specialty Care,22,180,33,2.69,0.85,False,False,Out-of-network,448,False,Hospital_64,3.33,East,1,0.9998802
P01965,Provider_1965,City_165,IL,40.8331,-89.1985,Pediatrics,Dermatology,Primary Care,22,150,16,1.99,0.16,False,False,In-network,205,False,Hospital_65,1.12,South,1,0.99945515
P01966,Provider_1966,City_166,TX,32.2186,-99.6518,Psychiatry,Gastroenterology,Specialty Care,10,250,52,3.98,0.28,True,True,Out-of-network,366,True,Hospital_66,2.86,North,1,0.9997298
P01967,Provider_1967,City_167,FL,28.2944,-81.4603,General Practice,Cardiology,Primary Care,6,100,47,3.68,0.97,False,False,Out-of-network,144,True,Hospital_67,2.13,South,1,0.9995641
P01968,Provider_1968,City_168,GA,32.5156,-82.5501,ENT,ENT,Specialty Care,29,220,12,2.28,0.08,True,True,In-network,329,True,Hospital_68,2.95,West,1,0.9997693
P01969,Provider_1969,City_169,IL,41.0331,-88.9985,Ophthalmology,Psychiatry,Specialty Care,36,180,42,2.55,0.79,True,True,In-network,426,True,Hospital_69,4.73,East,1,0.9998802
P01970,Provider_1970,City_170,MA,42.8572,-70.9324,Neurology,General Practice,Specialty Care,38,450,9,1.0,0.67,True,False,In-network,64,True,Hospital_70,1.15,West,0,0.0028312707
P01971,Provider_1971,City_171,AZ,34.0489,-111.0937,Ophthalmology,Orthopedics,Specialty Care,32,180,7,2.67,0.36,True,False,Out-of-network,300,True,Hospital_71,4.68,West,1,0.999851
P01972,Provider_1972,City_172,IL,40.6831,-89.3485,Orthopedics,Neurology,Surgical,32,400,59,1.81,0.51,False,False,Out-of-network,402,True,Hospital_72,1.89,North,1,0.99952865
P01973,Provider_1973,City_173,TX,32.0686,-99.8018,Ophthalmology,Urology,Specialty Care,15,180,11,3.39,0.78,True,True,Out-of-network,60,False,Hospital_73,3.06,East,1,0.99988925
P01974,Provider_1974,City_174,MI,44.4648,-85.4524,Psychiatry,Gastroenterology,Specialty Care,1,250,31,4.88,0.76,False,False,Out-of-network,449,False,Hospital_74,2.95,South,1,0.9998155
P01975,Provider_1975,City_175,MI,44.5148,-85.4024,Neurology,Orthopedics,Specialty Care,9,450,11,4.67,0.98,False,True,Out-of-network,60,False,Hospital_75,2.26,West,0,0.0028457039
P01976,Provider_1976,City_176,OH,40.6673,-82.6571,General Practice,ENT,Primary Care,20,100,21,4.0,0.19,False,False,Out-of-network,267,True,Hospital_76,3.62,North,1,0.9998622
P01977,Provider_1977,City_177,MI,44.6148,-85.3024,General Practice,General Practice,Primary Care,25,100,16,3.16,0.75,True,False,Out-of-network,193,False,Hospital_77,3.24,North,1,0.99988925
P01978,Provider_1978,City_178,MA,42.7572,-71.0324,Orthopedics,Gastroenterology,Surgical,8,400,53,2.82,0.23,False,False,In-network,73,True,Hospital_78,3.18,West,1,0.9998615
P01979,Provider_1979,City_179,NY,43.6994,-73.8179,General Practice,Cardiology,Primary Care,21,100,55,2.35,0.12,False,True,Out-of-network,169,True,Hospital_79,3.16,South,1,0.9998615
P01980,Provider_1980,City_180,CA,37.2283,-118.9679,Endocrinology,Gastroenterology,Specialty Care,14,400,52,2.28,0.35,False,False,In-network,115,True,Hospital_80,3.08,East,1,0.9998615
P01981,Provider_1981,City_181,MI,44.3148,-85.6024,Urology,Pediatrics,Specialty Care,11,380,21,2.99,0.41,False,False,In-network,246,True,Hospital_81,1.28,North,1,0.99945515
P01982,Provider_1982,City_182,AZ,34.0989,-111.0437,Psychiatry,Neurology,Specialty Care,14,250,60,4.46,0.82,True,False,In-network,309,False,Hospital_82,3.8,East,1,0.9998808
P01983,Provider_1983,City_183,OH,40.5173,-82.8071,Psychiatry,Gastroenterology,Specialty Care,34,250,9,4.14,0.66,True,True,In-network,89,True,Hospital_83,1.97,South,1,0.9995641
P01984,Provider_1984,City_184,NV,38.9526,-116.2694,ENT,Pediatrics,Specialty Care,15,220,13,2.8,0.52,False,True,Out-of-network,439,True,Hospital_84,2.2,East,1,0.99952865
P01985,Provider_1985,City_185,CO,39.7501,-105.5821,Psychiatry,Gastroenterology,Specialty Care,34,250,53,1.22,0.65,False,True,In-network,267,False,Hospital_85,2.39,East,1,0.99956197
P01986,Provider_1986,City_186,GA,32.4156,-82.6501,Cardiology,ENT,Specialty Care,7,500,55,1.08,0.08,True,True,Out-of-network,341,False,Hospital_86,1.01,South,0,0.0021167668
P01987,Provider_1987,City_187,MI,44.6148,-85.3024,Psychiatry,Neurology,Specialty Care,14,250,38,4.05,0.81,True,True,Out-of-network,86,False,Hospital_87,4.26,East,1,0.99988925
P01988,Provider_1988,City_188,NV,39.1526,-116.0694,Orthopedics,ENT,Surgical,33,400,47,2.49,0.06,True,False,Out-of-network,304,True,Hospital_88,3.29,North,1,0.999851
P01989,Provider_1989,City_189,MA,42.8072,-70.9824,ENT,Urology,Specialty Care,20,220,29,2.49,0.18,True,True,Out-of-network,115,True,Hospital_89,4.74,East,1,0.9998615
P01990,Provider_1990,City_190,CO,40.0001,-105.3321,Dermatology,Neurology,Specialty Care,6,200,11,2.5,0.82,False,False,Out-of-network,179,True,Hospital_90,1.26,East,1,0.99956197
P01991,Provider_1991,City_191,NY,43.2994,-74.2179,Ophthalmology,Neurology,Specialty Care,32,180,46,3.88,0.3,False,True,Out-of-network,261,True,Hospital_91,1.61,West,1,0.999458
P01992,Provider_1992,City_192,PA,41.2533,-77.1445,Dermatology,ENT,Specialty Care,33,200,12,2.6,0.36,True,False,In-network,82,True,Hospital_92,2.89,East,1,0.9997477
P01993,Provider_1993,City_193,NV,38.9026,-116.3194,Gastroenterology,Dermatology,Specialty Care,23,420,15,3.31,0.86,True,True,Out-of-network,282,False,Hospital_93,1.37,North,1,0.9995652
P01994,Provider_1994,City_194,FL,28.1444,-81.6103,Dermatology,Orthopedics,Specialty Care,30,200,16,3.68,0.37,True,False,Out-of-network,455,True,Hospital_94,2.38,South,1,0.9994167
P01995,Provider_1995,City_195,GA,32.3656,-82.7001,Dermatology,Pediatrics,Specialty Care,27,200,36,1.84,0.67,False,True,In-network,294,True,Hospital_95,3.95,South,1,0.9998802
P01996,Provider_1996,City_196,OH,40.6673,-82.6571,Cardiology,Ophthalmology,Specialty Care,5,500,60,4.08,0.77,False,True,In-network,90,True,Hospital_96,4.58,West,1,0.9991406
P01997,Provider_1997,City_197,MI,44.6148,-85.3024,Pediatrics,Neurology,Primary Care,1,150,23,2.46,0.66,False,False,Out-of-network,242,False,Hospital_97,3.04,South,1,0.99988866
P01998,Provider_1998,City_198,NY,43.6494,-73.8679,ENT,Pediatrics,Specialty Care,1,220,19,1.98,0.31,False,False,In-network,475,True,Hospital_98,3.71,West,1,0.999851
P01999,Provider_1999,City_199,MA,42.8072,-70.9824,Dermatology,ENT,Specialty Care,37,200,56,4.76,0.45,False,False,In-network,332,False,Hospital_99,3.31,North,1,0.9998517
P02000,Provider_2000,City_200,GA,32.6156,-82.4501,Psychiatry,Ophthalmology,Specialty Care,10,250,17,4.76,0.43,False,True,Out-of-network,57,True,Hospital_100,2.83,South,1,0.9997155
P02001,Provider_2001,City_1,NY,43.2994,-74.2179,General Practice,Pediatrics,Primary Care,3,100,45,2.35,0.21,False,True,In-network,260,False,Hospital_1,4.14,North,1,0.9998615
P02002,Provider_2002,City_2,WA,47.8011,-120.6901,Neurology,Gastroenterology,Specialty Care,35,450,27,4.88,0.81,False,True,Out-of-network,335,True,Hospital_2,2.68,East,0,0.0047433088
P02003,Provider_2003,City_3,MA,42.5072,-71.2824,Gastroenterology,Dermatology,Specialty Care,38,420,53,3.69,0.72,False,False,In-network,69,False,Hospital_3,4.04,West,1,0.99988925
P02004,Provider_2004,City_4,IL,40.7831,-89.2485,ENT,ENT,Specialty Care,37,220,12,4.19,0.92,True,False,In-network,104,False,Hospital_4,1.91,East,1,0.9995641
P02005,Provider_2005,City_5,CO,39.7501,-105.5821,Urology,Gastroenterology,Specialty Care,19,380,55,1.54,0.03,True,True,Out-of-network,277,False,Hospital_5,1.3,North,1,0.99945647
P02006,Provider_2006,City_6,CO,39.8001,-105.5321,Pediatrics,Psychiatry,Primary Care,12,150,22,2.38,0.69,False,True,In-network,131,True,Hospital_6,4.67,North,1,0.99988866
P02007,Provider_2007,City_7,NC,36.0596,-78.7193,Gastroenterology,Endocrinology,Specialty Care,4,420,25,4.31,0.61,False,True,In-network,268,True,Hospital_7,1.93,North,1,0.9995641
P02008,Provider_2008,City_8,NC,36.1096,-78.6693,Endocrinology,Urology,Specialty Care,5,400,19,2.24,0.8,True,False,In-network,182,False,Hospital_8,4.08,East,1,0.99988866
P02009,Provider_2009,City_9,CA,37.1783,-119.0179,Cardiology,Psychiatry,Specialty Care,27,500,35,1.13,0.83,False,True,Out-of-network,56,False,Hospital_9,3.32,East,1,0.9991364
P02010,Provider_2010,City_10,PA,41.6533,-76.7445,Ophthalmology,Gastroenterology,Specialty Care,1,180,7,4.21,0.11,True,False,Out-of-network,128,False,Hospital_10,4.52,West,1,0.9998622
P02011,Provider_2011,City_11,FL,27.9944,-81.7603,Gastroenterology,Orthopedics,Specialty Care,31,420,32,3.55,0.96,True,True,Out-of-network,286,False,Hospital_11,2.69,North,1,0.99970275
P02012,Provider_2012,City_12,NY,43.3494,-74.1679,Orthopedics,Dermatology,Surgical,27,400,59,1.79,0.99,True,False,Out-of-network,452,True,Hospital_12,3.87,West,1,0.9998802
P02013,Provider_2013,City_13,GA,32.2656,-82.8001,Gastroenterology,Psychiatry,Specialty Care,37,420,8,3.6,0.44,True,False,Out-of-network,242,False,Hospital_13,2.64,East,1,0.99963105
P02014,Provider_2014,City_14,CO,39.7001,-105.6321,ENT,Orthopedics,Specialty Care,30,220,31,1.65,0.33,True,True,In-network,324,True,Hospital_14,3.18,East,1,0.999851
P02015,Provider_2015,City_15,PA,41.4033,-76.9945,Psychiatry,General Practice,Specialty Care,33,250,15,2.04,0.99,False,True,In-network,258,False,Hospital_15,1.98,East,1,0.99956197
P02016,Provider_2016,City_16,NV,39.0526,-116.1694,ENT,ENT,Specialty Care,34,220,47,3.5,0.16,True,True,Out-of-network,311,True,Hospital_16,3.97,North,1,0.9998517
P02017,Provider_2017,City_17,PA,41.5033,-76.8945,Cardiology,Neurology,Specialty Care,33,500,6,2.78,0.12,False,True,In-network,98,False,Hospital_17,2.54,North,0,0.002277519
P02018,Provider_2018,City_18,MA,42.7572,-71.0324,Endocrinology,Urology,Specialty Care,21,400,36,4.0,0.68,False,True,In-network,181,True,Hospital_18,2.48,North,1,0.9995641
P02019,Provider_2019,City_19,FL,28.3944,-81.3603,Neurology,Endocrinology,Specialty Care,25,450,9,3.31,0.36,True,False,Out-of-network,303,False,Hospital_19,3.21,East,1,0.9988501
P02020,Provider_2020,City_20,NC,36.2096,-78.5693,Urology,Ophthalmology,Specialty Care,14,380,6,4.68,0.71,False,False,In-network,381,False,Hospital_20,1.73,East,1,0.99953103
P02021,Provider_2021,City_21,NV,38.8026,-116.4194,ENT,Endocrinology,Specialty Care,8,220,37,4.89,0.59,True,False,In-network,293,True,Hospital_21,3.92,East,1,0.9998808
P02022,Provider_2022,City_22,MI,44.3648,-85.5524,Psychiatry,Dermatology,Specialty Care,26,250,7,2.75,0.12,True,True,In-network,420,True,Hospital_22,1.22,South,1,0.9994137
P02023,Provider_2023,City_23,WA,47.8511,-120.6401,Endocrinology,Gastroenterology,Specialty Care,1,400,23,2.91,0.37,False,False,Out-of-network,373,True,Hospital_23,2.23,West,1,0.9994137
P02024,Provider_2024,City_24,GA,32.3156,-82.7501,Orthopedics,General Practice,Surgical,20,400,23,3.3,0.74,False,True,In-network,268,False,Hospital_24,4.15,North,1,0.99988925
P02025,Provider_2025,City_25,WA,47.9511,-120.5401,Psychiatry,Ophthalmology,Specialty Care,26,250,8,3.91,0.0,True,False,In-network,141,False,Hospital_25,1.09,South,1,0.999458
P02026,Provider_2026,City_26,NC,36.0096,-78.7693,Urology,Neurology,Specialty Care,15,380,40,4.31,0.48,False,True,In-network,220,False,Hospital_26,4.49,West,1,0.99988925
P02027,Provider_2027,City_27,PA,41.5033,-76.8945,Endocrinology,Orthopedics,Specialty Care,11,400,16,4.34,0.4,True,True,In-network,309,False,Hospital_27,3.92,North,1,0.9998517
P02028,Provider_2028,City_28,AZ,34.3989,-110.7437,Pediatrics,Gastroenterology,Primary Care,36,150,50,4.12,0.99,True,False,In-network,467,False,Hospital_28,1.56,West,1,0.99953103
P02029,Provider_2029,City_29,CO,39.9501,-105.3821,Pediatrics,Pediatrics,Primary Care,3,150,34,1.59,0.86,True,False,Out-of-network,444,False,Hospital_29,3.62,East,1,0.9998802
P02030,Provider_2030,City_30,WA,48.2011,-120.2901,General Practice,Orthopedics,Primary Care,36,100,51,4.41,0.61,True,True,Out-of-network,223,False,Hospital_30,4.36,East,1,0.99988925
P02031,Provider_2031,City_31,NY,43.2994,-74.2179,Endocrinology,Orthopedics,Specialty Care,8,400,58,1.05,0.91,True,True,Out-of-network,292,False,Hospital_31,3.5,East,1,0.9998802
P02032,Provider_2032,City_32,NV,38.8526,-116.3694,Psychiatry,ENT,Specialty Care,16,250,46,1.35,0.01,False,True,Out-of-network,308,True,Hospital_32,2.16,North,1,0.9994137
P02033,Provider_2033,City_33,TX,32.0686,-99.8018,Psychiatry,Urology,Specialty Care,13,250,25,4.46,0.02,True,False,In-network,400,False,Hospital_33,3.6,North,1,0.9998517
P02034,Provider_2034,City_34,WA,47.9011,-120.5901,Urology,Neurology,Specialty Care,32,380,50,1.92,0.66,False,True,Out-of-network,471,False,Hospital_34,2.86,South,1,0.99978167
P02035,Provider_2035,City_35,IL,40.8331,-89.1985,Orthopedics,Cardiology,Surgical,7,400,33,1.49,0.66,True,False,Out-of-network,476,True,Hospital_35,3.49,West,1,0.9998802
P02036,Provider_2036,City_36,NC,36.0096,-78.7693,Urology,Ophthalmology,Specialty Care,37,380,50,2.03,0.69,True,False,In-network,238,False,Hospital_36,3.47,East,1,0.99988866
P02037,Provider_2037,City_37,NY,43.5994,-73.9179,Neurology,Orthopedics,Specialty Care,33,450,26,3.65,0.67,True,True,In-network,451,True,Hospital_37,4.33,West,1,0.9990753
P02038,Provider_2038,City_38,IL,40.9831,-89.0485,Urology,Dermatology,Specialty Care,4,380,23,4.7,0.21,True,True,In-network,195,False,Hospital_38,3.32,North,1,0.9998622
P02039,Provider_2039,City_39,IL,41.0331,-88.9985,Endocrinology,Cardiology,Specialty Care,34,400,10,3.45,0.75,False,True,Out-of-network,295,True,Hospital_39,4.2,East,1,0.9998808
